No,Name,Location,Year,KmDriven,FuelType,Transmission,OwnerType,CC,Seats,Price
5191,Ford Endeavour 2.2 Titanium AT 4X2,Chennai,2019,9000,Diesel,Automatic,First,2198,7,3290000
5192,Maruti Swift LXI BSIV,Coimbatore,2008,50121,Petrol,Manual,First,1197,5,341000
5193,Hyundai Grand i10 CRDi Magna,Hyderabad,2014,79000,Diesel,Manual,First,1120,5,415000
5194,Volkswagen Polo 1.5 TDI Highline,Hyderabad,2014,46000,Diesel,Manual,Second,1498,5,590000
5195,Mercedes-Benz E-Class 230,Pune,2012,100000,Petrol,Automatic,First,2496,5,1150000
5196,Hyundai i20 Asta 1.2,Kolkata,2015,41000,Petrol,Manual,First,1197,5,475000
5197,Maruti Alto K10 VXI AGS,Chennai,2015,25000,Petrol,Automatic,First,998,5,350000
5198,Maruti Ertiga VDI,Pune,2014,71899,Diesel,Manual,First,1248,7,725000
5199,Maruti Celerio VXI AT,Mumbai,2016,7100,Petrol,Automatic,First,998,5,435000
5200,Renault KWID Climber 1.0 AMT,Coimbatore,2018,38171,Petrol,Automatic,Second,999,5,499000
5201,Mahindra Scorpio SLE BSIV,Bangalore,2013,70359,Diesel,Manual,First,2179,8,765000
5202,Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,Chennai,2011,200000,Diesel,Manual,First,2494,7,900000
5203,Volkswagen Polo Diesel Highline 1.2L,Chennai,2017,26969,Diesel,Manual,First,1199,5,690000
5204,Ford Figo Diesel ZXI,Chennai,2011,56500,Diesel,Manual,First,1399,5,290000
5205,Nissan Terrano XL Plus 85 PS,Kolkata,2014,40000,Diesel,Manual,First,1461,5,575000
5206,Force One LX 4x4,Kolkata,2014,41000,Diesel,Manual,First,2200,7,800000
5207,Renault KWID 1.0 RXT Optional AMT,Kochi,2017,53105,Petrol,Automatic,First,999,5,441000
5208,Skoda Rapid 1.5 TDI Elegance,Mumbai,2013,23000,Diesel,Manual,First,1498,5,495000
5209,Mahindra XUV500 AT W10 FWD,Hyderabad,2016,80999,Diesel,Automatic,First,2179,7,1440000
5210,Ford Figo Diesel Titanium,Chennai,2012,82000,Diesel,Manual,First,1399,5,295000
5211,Mahindra Bolero ZLX,Coimbatore,2017,68557,Diesel,Manual,First,2523,7,814000
5212,Volkswagen Vento 1.5 TDI Highline,Hyderabad,2016,34000,Diesel,Manual,First,1498,5,845000
5213,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Pune,2015,77000,Diesel,Manual,First,2494,8,1250000
5214,Mahindra XUV500 W8 2WD,Mumbai,2012,48000,Diesel,Manual,First,2179,7,650000
5215,Ford Ecosport 1.5 Ti VCT MT Titanium,Coimbatore,2015,28232,Petrol,Manual,Second,1499,5,772000
5216,Volkswagen Jetta 2012-2014 2.0L TDI Highline AT,Chennai,2011,110000,Diesel,Automatic,First,1968,5,800000
5217,Tata New Safari DICOR 2.2 VX 4x4,Chennai,2009,120000,Diesel,Manual,Second,2179,7,300000
5218,BMW 3 Series 330d Convertible,Mumbai,2013,49000,Diesel,Automatic,First,2993,4,2900000
5219,Volkswagen Polo 1.2 MPI Highline,Kolkata,2014,22000,Petrol,Manual,First,1198,5,411000
5220,Hyundai i20 Magna Optional 1.2,Coimbatore,2015,14925,Petrol,Manual,First,1197,5,537000
5221,Maruti Ertiga ZDI,Mumbai,2013,75000,Diesel,Manual,First,1248,7,655000
5222,Honda City i VTEC V,Chennai,2015,23000,Petrol,Manual,First,1497,5,700000
5223,Honda City 1.5 S MT,Mumbai,2014,57000,Petrol,Manual,First,1497,5,548000
5224,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Kochi,2013,76718,Diesel,Automatic,First,1968,5,651000
5225,Honda Amaze VX i-DTEC,Pune,2016,138000,Diesel,Manual,First,1498,5,515000
5226,Mahindra XUV500 W8 2WD,Hyderabad,2013,140000,Diesel,Manual,Second,2179,7,900000
5227,Toyota Corolla Altis VL,Mumbai,2008,110000,Petrol,Automatic,Second,1798,5,275000
5228,Hyundai Santro Xing XL eRLX Euro III,Pune,2005,126000,Petrol,Manual,Second,1086,5,120000
5229,BMW 3 Series 320d,Bangalore,2012,73000,Diesel,Automatic,First,1995,5,1250000
5230,Ford EcoSport 1.5 Diesel Trend,Kochi,2017,63423,Diesel,Manual,First,1498,5,769000
5231,Hyundai i20 Asta Optional with Sunroof 1.2,Kochi,2013,62132,Petrol,Manual,First,1197,5,457000
5232,Honda City 1.5 S AT,Mumbai,2013,51000,Petrol,Automatic,First,1497,5,450000
5233,Maruti Ritz VDI (ABS) BS IV,Hyderabad,2015,75000,Diesel,Manual,First,1248,5,490000
5234,Hyundai i10 Era 1.1,Kolkata,2008,55410,Petrol,Manual,First,1086,5,165000
5235,Chevrolet Sail 1.2 LS,Mumbai,2015,41000,Petrol,Manual,First,1199,5,325000
5236,Hyundai Verna 1.6 SX CRDi (O),Chennai,2012,45000,Diesel,Manual,First,1582,5,625000
5237,Hyundai Creta 1.6 SX Option,Kochi,2018,53322,Petrol,Manual,First,1591,5,1213000
5238,Chevrolet Sail 1.2 LS,Jaipur,2013,48000,Petrol,Manual,First,1199,5,325000
5239,Audi Q5 2.0 TDI,Hyderabad,2013,72000,Diesel,Automatic,First,1968,5,2900000
5240,Honda City 1.5 V MT Exclusive,Kochi,2013,50266,Petrol,Manual,First,1497,5,553000
5241,Ford EcoSport 1.5 Petrol Titanium,Hyderabad,2017,21800,Petrol,Manual,First,1497,5,875000
5242,Audi Q7 3.0 TDI Quattro Premium Plus,Bangalore,2014,45000,Diesel,Automatic,Second,2967,7,3790000
5243,Hyundai i10 Magna 1.2,Delhi,2010,62000,Petrol,Manual,First,1197,5,240000
5244,Hyundai i20 1.2 Asta,Chennai,2014,41681,Petrol,Manual,First,1197,5,455000
5245,Maruti Swift Dzire 1.2 Vxi BSIV,Delhi,2011,69313,Petrol,Manual,Second,1197,5,265000
5246,Tata Indica V2 eLX,Pune,2017,49000,Diesel,Manual,Second,1396,5,160000
5247,BMW 5 Series 2010-2013 530d,Coimbatore,2012,40471,Diesel,Automatic,Second,2993,5,2572000
5248,Maruti Swift VDI,Ahmedabad,2013,60000,Diesel,Manual,First,1248,5,415000
5249,Ford Freestyle Titanium Plus Petrol,Jaipur,2018,1001,Petrol,Manual,First,1194,5,723000
5250,Hyundai Verna XXi ABS (Petrol),Bangalore,2008,38000,Petrol,Manual,Second,1599,5,260000
5251,BMW 3 Series 320d Highline,Mumbai,2008,66000,Diesel,Automatic,Second,1995,5,725000
5252,Toyota Innova 2.5 G4 Diesel 8-seater,Kochi,2017,33901,Diesel,Manual,First,2494,8,1429000
5253,Mercedes-Benz New C-Class C 250 CDI Elegance,Hyderabad,2011,57000,Diesel,Automatic,Second,2143,5,1725000
5254,Hyundai Elantra 1.6 SX,Pune,2013,170000,Diesel,Manual,First,1582,5,750000
5255,Maruti Ritz ZDi,Hyderabad,2014,60000,Diesel,Manual,First,1248,5,435000
5256,Maruti Vitara Brezza ZDi Plus Dual Tone,Pune,2016,85000,Diesel,Manual,First,1248,5,890000
5257,Hyundai Xcent 1.2 Kappa S,Kolkata,2016,146000,Petrol,Manual,Second,1197,5,350000
5258,Honda City i DTEC V,Kolkata,2014,56002,Diesel,Manual,First,1498,5,610000
5259,Renault KWID RXT,Mumbai,2016,8554,Petrol,Manual,First,799,5,320000
5260,Toyota Etios Cross 1.4L VD,Jaipur,2014,62322,Diesel,Manual,First,1364,5,490000
5261,Maruti Alto K10 VXI,Kochi,2015,37929,Petrol,Manual,First,998,5,369000
5262,Tata Tiago 1.2 Revotron XM Option,Chennai,2016,5400,Petrol,Manual,First,1199,5,398000
5263,Hyundai i20 1.4 CRDi Magna,Kolkata,2013,60000,Diesel,Manual,First,1396,5,295000
5264,Audi A4 2.0 TDI,Kochi,2014,55730,Diesel,Automatic,First,1968,5,1521000
5265,Maruti Swift VDI,Hyderabad,2015,62000,Diesel,Manual,First,1248,5,630000
5266,Volkswagen Ameo 1.2 MPI Highline,Kochi,2017,14576,Petrol,Manual,First,1198,5,669000
5267,Honda BRV i-VTEC V CVT,Mumbai,2017,17000,Petrol,Automatic,First,1497,7,950000
5268,Hyundai i20 Asta,Mumbai,2009,28000,Petrol,Manual,First,1197,5,265000
5269,Hyundai Santa Fe 4X4,Ahmedabad,2012,58200,Diesel,Manual,First,2199,7,750000
5270,Honda City 1.5 GXI,Bangalore,2002,53000,Petrol,Manual,Second,,,185000
5271,Maruti Celerio ZXI Optional AMT,Kochi,2018,12278,Petrol,Automatic,First,998,5,563000
5272,Hyundai Creta 1.6 SX,Coimbatore,2018,17665,Petrol,Manual,First,1591,5,1178000
5273,Tata Indica V2 DL BSIII,Hyderabad,2004,200000,Diesel,Manual,Second,1396,5,85000
5274,Volkswagen Vento Petrol Highline,Mumbai,2011,55893,Petrol,Manual,First,1598,5,335000
5275,Maruti Celerio VXI,Kochi,2015,60586,Petrol,Manual,First,998,5,411000
5276,Mercedes-Benz CLA 200 D Sport Edition,Ahmedabad,2015,13500,Diesel,Automatic,First,2143,5,2551000
5277,Maruti Alto 800 LXI,Jaipur,2017,30000,Petrol,Manual,First,796,5,310000
5278,Ford Endeavour 3.2 Titanium AT 4X4,Delhi,2018,12000,Diesel,Automatic,First,3198,7,3350000
5279,Tata Zest Revotron 1.2T XE,Kolkata,2017,65000,Petrol,Manual,First,1193,5,480000
5280,Volkswagen Vento 1.6 Comfortline,Kolkata,2014,38000,Petrol,Manual,First,1598,5,349000
5281,Maruti Ertiga ZXI,Mumbai,2012,25000,Petrol,Manual,Second,1373,7,515000
5282,Mercedes-Benz M-Class ML 350 CDI Corporate,Mumbai,2011,100000,Diesel,Automatic,First,2987,5,1441000
5283,Volkswagen Polo 1.2 MPI Highline,Mumbai,2014,13710,Petrol,Manual,First,1199,5,475000
5284,Toyota Fortuner 4x2 AT,Jaipur,2015,100000,Diesel,Automatic,First,2982,7,1900000
5285,Maruti Celerio VXI,Hyderabad,2017,17000,Petrol,Manual,First,998,5,490000
5286,BMW 3 Series 320d Corporate Edition,Chennai,2008,89000,Diesel,Automatic,Second,1995,4,630000
5287,Honda City ZX VTEC,Jaipur,2006,100173,Petrol,Manual,Second,1497,5,240000
5288,Mitsubishi Cedia Sports,Pune,2009,97000,Petrol,Manual,First,1999,5,300000
5289,Renault Pulse Petrol RxL,Delhi,2016,40190,Petrol,Manual,First,1198,5,425000
5290,Volkswagen Polo 1.5 TDI Highline,Hyderabad,2016,29647,Diesel,Manual,First,1498,5,630000
5291,Maruti Baleno RS Petrol,Kochi,2018,43639,Petrol,Manual,First,998,5,815000
5292,Hyundai i10 Magna,Kochi,2012,37333,Petrol,Manual,First,1197,5,322000
5293,Hyundai i20 1.2 Spotz,Kochi,2018,48407,Petrol,Manual,First,1197,5,765000
5294,BMW Z4 2009-2013 35i,Delhi,2011,25000,Petrol,Automatic,First,2979,2,3000000
5295,Hyundai i10 Sportz 1.2,Pune,2010,72400,Petrol,Manual,Second,1197,5,230000
5296,Mini Cooper S Carbon Edition,Delhi,2012,18000,Petrol,Automatic,First,1598,4,2200000
5297,Honda Brio V MT,Pune,2012,65167,Petrol,Manual,First,1198,5,328000
5298,Maruti Ciaz ZXi Option,Kochi,2016,25418,Petrol,Manual,First,1373,5,709000
5299,Maruti Swift Dzire ZDi,Coimbatore,2013,38995,Diesel,Manual,First,1248,5,646000
5300,Volkswagen Polo Diesel Comfortline 1.2L,Chennai,2012,60000,Diesel,Manual,First,1199,5,400000
5301,BMW X1 sDrive20d,Delhi,2011,72000,Diesel,Automatic,First,1995,5,1100000
5302,Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2016,31075,Diesel,Automatic,Second,2967,7,4979000
5303,Ford Figo 1.5D Trend MT,Kolkata,2015,4311,Diesel,Manual,First,1498,5,480000
5304,BMW 3 Series Luxury Line,Bangalore,2017,21000,Diesel,Automatic,First,1995,5,3500000
5305,Mercedes-Benz M-Class ML 350 CDI Corporate,Bangalore,2011,54000,Diesel,Automatic,First,2987,5,2199000
5306,Maruti Wagon R LX BSIII,Mumbai,2007,50000,Petrol,Manual,Second,1061,5,110000
5307,Maruti Baleno Zeta 1.2,Delhi,2018,13000,Petrol,Manual,First,1197,5,660000
5308,Maruti Dzire VXI,Pune,2013,74000,Petrol,Manual,First,1197,5,450000
5309,Chevrolet Aveo U-VA 1.2 LT,Pune,2009,75000,Petrol,Manual,Second,1150,5,100000
5310,Volkswagen Polo 1.5 TDI Highline,Chennai,2017,25000,Diesel,Manual,First,1498,5,690000
5311,Land Rover Freelander 2 TD4 SE,Hyderabad,2012,139000,Diesel,Automatic,First,2179,5,1675000
5312,Audi Q5 30 TDI quattro Premium,Mumbai,2015,52000,Diesel,Automatic,First,1968,5,2549000
5313,Audi A6 35 TDI Matrix,Chennai,2015,20000,Diesel,Automatic,First,1968,5,3550000
5314,Hyundai Grand i10 1.2 CRDi Sportz,Kochi,2018,32663,Diesel,Manual,First,1186,5,628000
5315,Mahindra Scorpio SLE BSIV,Delhi,2012,76777,Diesel,Manual,Second,2179,8,488000
5316,Tata Bolt Quadrajet XE,Hyderabad,2016,100303,Diesel,Manual,First,1248,5,370000
5317,Hyundai EON Era Plus,Kochi,2015,43993,Petrol,Manual,First,814,5,345000
5318,Mahindra Scorpio S8 8 Seater,Kochi,2016,72118,Diesel,Manual,First,2179,8,1023000
5319,Honda Aord 2001-2003 2.0 AT,Bangalore,2010,83000,Petrol,Automatic,Second,2354,5,650000
5320,Volkswagen Polo 1.2 MPI Highline,Mumbai,2016,7523,Petrol,Manual,First,1199,5,615000
5321,Maruti Eeco 7 Seater Standard,Mumbai,2014,34670,Petrol,Manual,First,1196,7,290000
5322,Hyundai Grand i10 CRDi Sportz,Ahmedabad,2016,30000,Diesel,Manual,First,1120,5,550000
5323,Ford Endeavour 3.2 Titanium AT 4X4,Chennai,2017,17000,Diesel,Automatic,First,3198,7,3100000
5324,Hyundai Grand i10 1.2 CRDi Sportz,Delhi,2015,59261,Diesel,Manual,First,1186,5,425000
5325,Maruti Swift VDI,Kochi,2016,65210,Diesel,Manual,First,1248,5,548000
5326,Hyundai i20 1.2 Asta Option,Bangalore,2016,19000,Petrol,Manual,First,1197,5,725000
5327,Maruti Swift Dzire VXi,Hyderabad,2012,50000,Petrol,Manual,First,1298,5,300000
5328,BMW 3 Series 320d Luxury Line,Hyderabad,2015,47000,Diesel,Automatic,First,1995,5,2950000
5329,Honda City ZX GXi,Mumbai,2007,75000,Petrol,Manual,Second,1497,5,149000
5330,Hyundai i10 Sportz 1.2 AT,Pune,2013,54534,Petrol,Automatic,First,1197,5,365000
5331,Ford Ecosport Signature Edition Diesel,Ahmedabad,2018,13000,Diesel,Manual,First,1498,5,1090000
5332,Maruti Celerio ZXI MT,Bangalore,2015,48808,Petrol,Manual,First,998,5,430000
5333,Maruti Ertiga VDI,Pune,2012,63001,Diesel,Manual,Second,1248,7,611000
5334,Toyota Innova 2.5 V Diesel 8-seater,Hyderabad,2015,64771,Diesel,Manual,First,2494,8,1550000
5335,Honda City i VTEC SV,Mumbai,2016,34634,Petrol,Manual,First,1497,5,690000
5336,Maruti Swift Dzire VXI,Bangalore,2012,69242,Petrol,Manual,First,1197,5,469000
5337,Maruti Ritz LXi,Kochi,2011,33292,Petrol,Manual,First,1197,5,319000
5338,Hyundai i20 Sportz AT 1.4,Pune,2012,55000,Petrol,Automatic,Second,1396,5,375000
5339,Hyundai i20 Active SX Dual Tone Petrol,Pune,2019,1000,Petrol,Manual,First,1197,5,860000
5340,Honda City 1.5 E MT,Chennai,2011,80000,Petrol,Manual,Second,1497,5,385000
5341,Porsche Cayenne S Diesel,Coimbatore,2016,65003,Diesel,Automatic,First,4134,5,6783000
5342,Honda Amaze VX i-VTEC,Coimbatore,2019,16573,Petrol,Manual,First,1198,5,931000
5343,Honda Civic 2006-2010 1.8 S AT,Pune,2008,152633,Petrol,Automatic,First,1799,5,300000
5344,Hyundai i20 Magna 1.2,Bangalore,2015,53000,Petrol,Manual,First,1197,5,550000
5345,Hyundai Creta 1.6 CRDi SX,Hyderabad,2017,50129,Diesel,Manual,First,1582,5,1330000
5346,Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Hyderabad,2013,63716,Diesel,Automatic,First,1968,5,2300000
5347,Maruti Alto 800 2016-2019 LXI,Mumbai,2018,11000,Petrol,Manual,First,796,5,335000
5348,BMW X1 sDrive 20d Exclusive,Chennai,2012,115000,Diesel,Automatic,Third,1995,5,1000000
5349,Hyundai i10 Magna,Delhi,2013,63265,Petrol,Manual,First,1197,5,295000
5350,Volkswagen Ameo 1.5 TDI Highline,Pune,2016,20000,Diesel,Manual,First,1498,5,675000
5351,Volkswagen Polo Petrol Highline 1.2L,Pune,2010,79000,Petrol,Manual,Third,1198,5,244000
5352,Maruti Ciaz VXi Plus,Mumbai,2015,41000,Petrol,Manual,First,1373,5,585000
5353,Volkswagen Polo GT TSI,Kochi,2015,26323,Petrol,Automatic,First,1197,5,740000
5354,Hyundai Xcent 1.1 CRDi Base,Pune,2016,76000,Diesel,Manual,First,1120,5,380000
5355,Honda Civic 2006-2010 1.8 S MT,Hyderabad,2008,69972,Petrol,Manual,First,1799,5,380000
5356,Honda City ZX GXi,Kolkata,2008,69000,Petrol,Manual,First,1497,5,270000
5357,Mahindra Bolero ZLX,Jaipur,2016,65000,Diesel,Manual,First,2523,7,721000
5358,Honda City i VTEC V,Hyderabad,2016,29512,Petrol,Manual,First,1497,5,790000
5359,Hyundai Xcent 1.2 CRDi S,Kolkata,2017,51000,Diesel,Manual,First,1186,5,420000
5360,Renault Duster 110PS Diesel RxL,Mumbai,2014,58003,Diesel,Manual,First,1461,5,575000
5361,Maruti A-Star AT VXI,Hyderabad,2013,56500,Petrol,Automatic,First,998,5,345000
5362,Audi A4 2.0 TDI 177  Premium Plus,Bangalore,2014,29063,Diesel,Automatic,First,1968,5,2575000
5363,Mahindra XUV500 W8 2WD,Coimbatore,2018,46811,Diesel,Manual,First,2179,7,1659000
5364,Renault Pulse Petrol RxZ,Coimbatore,2014,31897,Petrol,Manual,First,1198,5,469000
5365,BMW 3 Series 320d,Mumbai,2009,52100,Diesel,Automatic,Second,1995,5,750000
5366,Toyota Innova Crysta 2.4 GX MT,Hyderabad,2016,73000,Diesel,Manual,First,2393,7,1650000
5367,Honda City 1.5 S MT,Kolkata,2009,31423,Petrol,Manual,First,1497,5,199000
5368,Maruti Swift VDI,Chennai,2014,75180,Diesel,Manual,First,1248,5,525000
5369,Renault Duster 110PS Diesel RxZ Plus,Mumbai,2013,75000,Diesel,Manual,Second,1461,5,540000
5370,Volkswagen Polo 1.2 MPI Comfortline,Mumbai,2014,15000,Petrol,Manual,First,1198,5,390000
5371,Hyundai i20 Active 1.2 S,Mumbai,2015,12000,Petrol,Manual,First,1197,5,580000
5372,BMW 5 Series 2013-2017 520d Luxury Line,Pune,2014,32000,Diesel,Automatic,First,1995,5,3050000
5373,Maruti Swift Dzire LDI,Hyderabad,2017,44504,Diesel,Manual,First,1248,5,560000
5374,Mercedes-Benz M-Class ML 350 4Matic,Ahmedabad,2012,66000,Diesel,Automatic,First,2987,5,2300000
5375,Maruti Swift LDI,Jaipur,2015,39437,Diesel,Manual,First,1248,5,515000
5376,Hyundai Verna 1.6 CRDI AT SX Option,Coimbatore,2017,36931,Diesel,Automatic,First,1582,5,948000
5377,Tata Nano XTA,Bangalore,2016,17800,Petrol,Automatic,Second,624,4,238000
5378,Maruti Swift Dzire LXi,Hyderabad,2009,71346,Petrol,Manual,First,1298,5,380000
5379,Hyundai i20 Asta Option 1.2,Delhi,2015,45000,Petrol,Manual,Second,1197,5,550000
5380,Hyundai i20 1.2 Sportz,Hyderabad,2010,85155,Petrol,Manual,First,1197,5,355000
5381,Maruti Ciaz ZXi,Mumbai,2015,48823,Petrol,Manual,First,1373,5,635000
5382,Land Rover Range Rover 2.2L Prestige,Delhi,2015,37000,Diesel,Automatic,First,2179,5,3600000
5383,Tata Indigo LX BSII,Hyderabad,2005,92000,Diesel,Manual,Second,1405,5,110000
5384,Tata Zest Revotron 1.2T XM,Mumbai,2014,36000,Petrol,Manual,First,1193,5,370000
5385,Mahindra XUV500 W10 1.99 mHawk,Delhi,2016,24569,Diesel,Manual,First,1997,7,1350000
5386,Honda Aord 2.4 AT,Mumbai,2008,95000,Petrol,Automatic,Third,2354,5,285000
5387,Tata Nano Twist XT,Coimbatore,2015,25811,Petrol,Manual,Second,624,4,213000
5388,Hyundai Elantra CRDi S,Ahmedabad,2015,65000,Diesel,Manual,First,1582,5,775000
5389,Tata Indica V2 eLS,Chennai,2017,100400,Diesel,Manual,First,1396,5,285000
5390,Honda Amaze S i-Dtech,Jaipur,2014,76414,Diesel,Manual,First,1498,5,495000
5391,Mahindra XUV500 W8 2WD,Kochi,2012,82103,Diesel,Manual,First,2179,7,620000
5392,BMW X3 xDrive 20d Expedition,Pune,2013,98000,Diesel,Automatic,First,1995,5,1750000
5393,Hyundai Grand i10 1.2 Kappa Magna,Pune,2010,45252,Petrol,Manual,First,1197,5,225000
5394,Maruti Baleno Zeta 1.2,Delhi,2017,10300,Petrol,Manual,First,1197,5,675000
5395,Hyundai Verna 1.6 CRDi AT SX,Kochi,2016,42024,Diesel,Automatic,First,1582,5,973000
5396,Maruti Ertiga VDI,Kochi,2018,51236,Diesel,Manual,First,1248,7,849000
5397,Mini Cooper S Carbon Edition,Mumbai,2013,52000,Petrol,Automatic,First,1598,4,2500000
5398,Maruti Ritz ZDi,Coimbatore,2015,42894,Diesel,Manual,First,1248,5,559000
5399,Skoda Laura L n K 1.9 PD AT,Mumbai,2011,68000,Diesel,Automatic,First,1896,5,480000
5400,Ford Ecosport 1.5 DV5 MT Titanium Optional,Delhi,2014,69000,Diesel,Manual,First,1498,5,545000
5401,Hyundai i20 2015-2017 Sportz 1.2,Pune,2017,10000,Petrol,Manual,First,1197,5,650000
5402,Honda Brio E MT,Chennai,2015,16000,Petrol,Manual,First,1198,5,435000
5403,Honda Amaze S i-Dtech,Kolkata,2013,46992,Diesel,Manual,First,1498,5,375000
5404,BMW 5 Series 2003-2012 520d,Pune,2010,170000,Diesel,Automatic,Third,1995,5,1200000
5405,Audi Q7 3.0 TDI Quattro Premium Plus,Delhi,2014,58000,Diesel,Automatic,First,2967,7,3200000
5406,Hyundai Grand i10 CRDi Magna,Jaipur,2015,50000,Diesel,Manual,Second,1120,5,400000
5407,Nissan Micra Diesel XV,Kolkata,2011,39010,Diesel,Manual,First,1461,5,260000
5408,Hyundai Grand i10 Sportz,Jaipur,2016,26946,Petrol,Manual,First,1197,5,445000
5409,Hyundai EON Era,Pune,2015,28700,Petrol,Manual,First,814,5,260000
5410,Mercedes-Benz New C-Class C250 Avantgarde,Chennai,2011,60000,Petrol,Automatic,First,1796,5,1600000
5411,Land Rover Range Rover 2.2L Pure,Delhi,2014,38999,Diesel,Automatic,First,2179,5,3250000
5412,Mahindra Ssangyong Rexton RX7,Mumbai,2016,39000,Diesel,Automatic,First,2696,7,1385000
5413,Maruti Ciaz 1.4 Delta,Coimbatore,2018,7784,Petrol,Manual,First,1373,5,876000
5414,Mercedes-Benz R-Class R350 4Matic Long,Kochi,2014,45710,Petrol,Automatic,First,3498,7,2368000
5415,Maruti Dzire AMT VXI,Chennai,2017,42000,Petrol,Automatic,First,1197,5,550000
5416,Land Rover Range Rover Vogue SE 4.4 SDV8,Coimbatore,2013,75995,Diesel,Automatic,Second,4367,5,6581000
5417,Renault Duster 110PS Diesel RxZ,Kolkata,2013,57000,Diesel,Manual,First,1461,5,499000
5418,Hyundai Verna 1.6 SX,Chennai,2013,85350,Diesel,Manual,Second,1582,5,570000
5419,Toyota Corolla Altis 1.8 VL CVT,Coimbatore,2016,82725,Petrol,Automatic,First,1798,5,1199000
5420,BMW 3 Series Sport,Mumbai,2016,19000,Diesel,Automatic,Second,1995,5,2999000
5421,Ford EcoSport 1.5 Ti VCT MT Signature,Chennai,2018,13900,Petrol,Manual,First,1499,5,950000
5422,Maruti Swift VDI BSIV,Hyderabad,2014,108000,Diesel,Manual,First,1248,5,550000
5423,Hyundai Santa Fe 4x4 AT,Bangalore,2016,36000,Diesel,Automatic,First,2199,7,2300000
5424,Tata Indica V2 DLS,Hyderabad,2013,62188,Diesel,Manual,First,1396,5,295000
5425,Hyundai Grand i10 CRDi Sportz,Kochi,2015,58397,Diesel,Manual,First,1120,5,490000
5426,Hyundai Santro Xing XL,Chennai,2006,85000,Petrol,Manual,Third,1086,5,130000
5427,Maruti Wagon R VXI AMT,Delhi,2016,30000,Petrol,Automatic,First,998,5,425000
5428,Mahindra XUV500 W10 2WD,Kochi,2018,29907,Diesel,Manual,First,2179,7,1636000
5429,Audi A4 2.0 TDI,Kolkata,2009,46000,Diesel,Automatic,First,1968,5,995000
5430,Volkswagen Vento Diesel Highline,Bangalore,2012,65000,Diesel,Manual,First,1598,5,550000
5431,Maruti Vitara Brezza ZDi Plus Dual Tone,Delhi,2016,22000,Diesel,Manual,First,1248,5,825000
5432,Maruti Zen LX,Chennai,2002,99024,Petrol,Manual,First,993,5,95000
5433,Hyundai i10 Era,Kochi,2016,34952,Petrol,Manual,First,1086,5,401000
5434,Honda WR-V Edge Edition i-VTEC S,Kochi,2019,13913,Petrol,Manual,First,1199,5,820000
5435,Honda City i DTEC VX,Chennai,2014,71000,Diesel,Manual,Second,1498,5,620000
5436,Toyota Fortuner 4x2 4 Speed AT,Chennai,2012,97000,Diesel,Automatic,First,2982,7,1675000
5437,Mahindra XUV500 AT W10 FWD,Delhi,2017,21000,Diesel,Automatic,First,2179,7,1650000
5438,Ford Endeavour XLT TDCi 4X4,Mumbai,2007,116000,Diesel,Manual,Third,2499,7,375000
5439,Ford Figo Diesel ZXI,Kolkata,2012,110438,Diesel,Manual,First,1399,5,350000
5440,Honda Jazz 1.2 V CVT i VTEC,Coimbatore,2017,66507,Petrol,Automatic,Second,1199,5,543000
5441,Ford Endeavour 3.2 Titanium AT 4X4,Coimbatore,2017,54650,Diesel,Automatic,First,3198,7,3035000
5442,Nissan Sunny XL CVT,Hyderabad,2014,32000,Petrol,Automatic,First,1498,5,799000
5443,Skoda Octavia Ambiente 1.9 TDI MT,Coimbatore,2011,75378,Diesel,Manual,First,1896,5,359000
5444,Chevrolet Beat Diesel LT,Chennai,2012,82697,Diesel,Manual,First,936,5,190000
5445,Toyota Camry W2 (AT),Chennai,2009,135000,Petrol,Automatic,First,2362,5,470000
5446,Renault Duster 110PS Diesel RxZ,Chennai,2012,149000,Diesel,Manual,First,1461,5,725000
5447,Mercedes-Benz GLA Class 200 d Style,Kochi,2016,26212,Diesel,Automatic,First,2143,5,2446000
5448,Tata Zest Revotron 1.2T XMS,Pune,2014,23500,Petrol,Manual,Second,1193,5,390000
5449,Hyundai i20 1.2 Magna,Coimbatore,2013,56127,Petrol,Manual,First,1197,5,515000
5450,Maruti Wagon R VXI AMT1.2,Mumbai,2015,26000,Petrol,Automatic,First,1197,5,365000
5451,Hyundai Xcent 1.2 CRDi S,Kolkata,2016,26000,Diesel,Manual,First,1186,5,500000
5452,Honda City 1.5 S MT,Kolkata,2009,42000,Petrol,Manual,First,1497,5,230000
5453,Hyundai Aent GLE,Pune,2001,130000,Petrol,Manual,Second,1495,5,75000
5454,Hyundai Verna Xi (Petrol),Kochi,2009,137148,Petrol,Manual,Second,1599,5,185000
5455,Ford Figo Petrol ZXI,Kolkata,2010,114703,Petrol,Manual,First,1196,5,180000
5456,Honda Amaze S i-Dtech,Kochi,2014,97439,Diesel,Manual,First,1498,5,441000
5457,Maruti Wagon R LX BSII,Chennai,2006,40000,Petrol,Manual,First,998,5,200000
5458,Maruti Swift VDI BSIV,Hyderabad,2014,81609,Diesel,Manual,First,1248,5,555000
